ID,STATE,COUNTY,AREA_SQMI,Pop_Density,CDC_SVI_Overall_Ranking,FIPS,Lat,Long_,5_4_Confirmed,5_4_Deaths,ET_Total_Population,EM_Total_Pop_Median_Age,E_Total_Pop_SEX_Male,E_Total_Pop_SEX_Female,E_Total_Pop_RACE_One_Race,E_Total_Pop_RACE_White,E_Total_Pop_RACE_Black,E_Total_Pop_RACE_Native_Pop,E_Total_Pop_RACE_Asian,E_Total_Pop_RACE_Pacific_Islander,E_Total_Pop_RACE_Other_Race,E_Total_Pop_RACE_Two_or_More_Races,E_Total_Pop_RACE_Hispanic,E_Total_Pop_RACE_White_Alone,E_Total_Pop_in_Households_Householder_Spouse,E_Total_Pop_in_Households_Householder_Parent,E_Total_Pop_in_Households_Householder_Other_Relative,E_Total_Pop_in_Households_Householder_Nonrelative,E_Total_Pop_in_Households_Householder_Unmarried_Partner,E_Total_Households_TYPE_Family,E_Total_Households_TYPE_Family_Married_Couple,E_Total_Households_TYPE_Family_Female_Householder,E_Total_Households_TYPE_Nonfamily,E_Total_Households_TYPE_Nonfamily_Householder_Living_Alone,E_Total_Pop_Over_15_MARITAL_STATUS_Married,E_Total_Pop_Over_15_MARITAL_STATUS_Widowed,E_Total_Pop_Over_15_MARITAL_STATUS_Divorced,E_Total_Pop_Over_15_MARITAL_STATUS_Separated,E_Total_Pop_Over_15_MARITAL_STATUS_Never_Married,E_Total_Pop_Over_15_EDUCATION_Less_Than_High_School,E_Total_Pop_Over_15_EDUCATION_High_School_Grad,E_Total_Pop_Over_15_EDUCATION_Some_College,E_Total_Pop_Over_15_EDUCATION_Bachelors_Degree_or_Higher,E_Total_Pop_Over_30_RESPONSIBLE_FOR_GRANDCHILDREN_Live_Together,E_Total_Pop_Over_30_RESPONSIBLE_FOR_GRANDCHILDREN_Live_Together_and_Responsible,E_Total_Pop_Over_18_VETERAN_STATUS_Civilian_Veteran,E_Total_Pop_DISABILITY_STATUS_Yes,E_Total_Pop_DISABILITY_STATUS_No,E_Total_Pop_Over_1_Place_of_Residence_Last_Year_Same_House,E_Total_Pop_Over_1_Place_of_Residence_Last_Year_Different_US_House,E_Total_Pop_Over_1_Place_of_Residence_Last_Year_Different_Foreign_House,ET_Total_Pop_CITIZENSHIP_Native,ET_Total_Pop_CITIZENSHIP_Foreign_Born,E_Total_Pop_CITIZENSHIP_Foreign_Born_Post_2010_Entry,E_Total_Pop_CITIZENSHIP_Foreign_Born_Btwn_2000_2009_Entry,E_Total_Pop_CITIZENSHIP_Foreign_Born_Before_2000_Entry,E_Total_Pop_CITIZENSHIP_Foreign_Born_US_Citizen,E_Total_Pop_CITIZENSHIP_Foreign_Born_Not_US_Citizen,E_Total_Pop_Over_5_LANGUAGE_English_Only_At_Home,E_Total_Pop_Over_5_LANGUAGE_Nonenglish_At_Home,E_Total_Pop_Over_5_LANGUAGE_Limited_English,ET_Total_Pop_Over_16_EMPLOYMENT_STATUS_In_Labor_Force,E_Total_Pop_Over_16_EMPLOYMENT_STATUS_In_Civilian_Labor_Force,E_Total_Pop_Over_16_EMPLOYMENT_STATUS_In_Civilian_Labor_Force_Employed,E_Total_Pop_Over_16_EMPLOYMENT_STATUS_In_Civilian_Labor_Force_Unemployed,E_Total_Pop_Over_16_EMPLOYMENT_STATUS_In_Civilian_Labor_Force_Unemployed_Percent_of_Labor_Force,E_Total_Pop_Over_16_EMPLOYMENT_STATUS_In_Armed_Forces,E_Total_Pop_Over_16_EMPLOYMENT_STATUS_Not_In_Labor_Force,EM_Total_Households_WITH_INCOME_Mean_Earnings,EM_Total_Households_WITH_INCOME_Mean_Social_Security,EM_Total_Households_WITH_INCOME_Mean_Suppl_Security,EM_Total_Households_WITH_INCOME_Mean_Retirement_Income,EM_Total_Households_WITH_INCOME_Mean_Cash_Public_Asst,E_Total_Households_WITH_INCOME_WITH_EARNINGS,E_Total_Households_WITH_INCOME_WITH_Social_Security,E_Total_Households_WITH_INCOME_WITH_Suppl_Security,E_Total_Households_WITH_INCOME_WITH_Cash_Public_Asst,E_Total_Households_WITH_INCOME_WITH_Retirement_Income,E_Total_Households_WITH_INCOME_WITH_SNAP,E_Total_Pop_POVERTY_STATUS_Below_100_Percent,E_Total_Pop_POVERTY_STATUS_Btwn_100_149_Percent,E_Total_Pop_POVERTY_STATUS_Above_150_Percent,E_Total_HOUSING_UNITS_Owner_Occupied,E_Total_HOUSING_UNITS_Rented,E_Total_HOUSING_UNITS_No_Telephone,E_Total_HOUSING_UNITS_More_Than_One_Occupant_Per_Room,EM_Total_HOUSING_UNITS_Avg_Household_Size_Rented,EM_Total_HOUSING_UNITS_Avg_Household_Size_Owned
28,ALABAMA,Mobile,1229.369243,337.2941062,0.7532,1097,30.78472347,-88.20842409,1222,66,414659,37.6,197792.343,216866.657,407195.138,243819.492,147618.604,2902.613,8293.18,0,4975.908,7463.862,12025.111,237184.948,223952.472,5679.954,158633.001,17445.573,6491.376,101757.643,68098.147,27270.425,54073.357,47060.962,146630,23660.75,42322.75,9997.5,110972.25,38322.462,93029.165,82754.302,63593.071,10888.724,5939.304,28084.662,57126.02,350916.98,358161.125,49937.894,1227.981,401061,13598,3181.932,3875.43,6554.236,7179.744,6418.256,369080.88,18609.12,6978.42,186604.688,185620.832,174142.512,11478.32,20333.024,655.904,141347.312,67025,18707,9150,21803,2004,113600.799,53917.526,9661.522,1869.972,32257.017,26491.27,78287.555,43808.58,283538.865,101134.319,54696.681,3739.944,3116.62,2.51,2.65
29,ALABAMA,Montgomery,785.2999995,288.9863748,0.8427,1101,32.2206831,-86.20969272,438,8,226941,36.2,107343.093,119597.907,222856.062,82833.465,130944.957,453.882,6127.407,0,2496.351,4084.938,7715.994,78294.645,123656.298,1540.203,83831.049,11001.45,4620.609,56057.04,33688.125,17877.165,33777.96,29465.88,71924.76,11107.368,22761,5280.552,70832.232,21606.048,38260.71,42011.76,48163.482,5438.732,2520.388,16295.16,35960.112,186015.888,178463.985,44447.634,1571.381,216322,10619,3472.413,3408.699,3737.888,3759.126,6859.874,199140.066,12485.934,6137.154,110599.104,108803.664,100544.64,8259.024,13645.344,1795.44,68944.896,67351,17738,9081,27196,2537,68723.775,29016.705,6827.46,1347.525,17787.33,17158.485,45491.769,23515.069,150760.162,52643.31,37191.69,1886.535,1617.03,2.4,2.48
30,ALABAMA,Morgan,579.389645,205.599118,0.6895,1103,34.45500589,-86.85475946,76,0,119122,40.4,58608.024,60513.976,116858.682,96012.332,15247.616,714.732,833.854,0,4050.148,2263.318,9648.882,90532.72,69064.373,1055.313,42798.805,4338.509,1876.112,31221.864,23507.69,5705.75,14424.136,12689.588,50003.206,6770.26,11896.314,2417.95,25630.27,13737.587,24349.256,26323.52,17850.637,2842.324,1570.758,8161.567,19714.968,97636.032,102829.797,14841.414,117.789,114075,5047,898.366,1958.236,2190.398,1281.938,3765.062,103770.338,8292.662,4034.268,54332.564,54332.564,51482.954,2849.61,4939.324,0,40654.436,66743,19892,10066,24297,2785,32819.474,16249.976,3240.866,775.982,10909.394,6162.21,17917.677,12296.445,86894.878,32910.766,12735.234,1825.84,1095.504,2.48,2.6
31,ALABAMA,Russell,641.1523375,90.79433482,0.9115,1113,32.28725256,-85.18415324,63,0,58213,35.9,28116.879,30096.121,55826.267,29281.139,24973.377,174.639,523.917,58.213,814.982,2386.733,3143.502,27360.11,32450.757,576.39,21268.791,3343.062,1210.419,14508.12,9664.5,4002.24,8231.88,7231.32,20571.304,2813.564,6226.74,1660.464,14805.804,6504.65,12580.85,13437.75,6426.75,1536.705,751.278,5581.91,10622.188,45878.812,45799.605,11435.535,229.86,56732,1481,170.315,553.894,756.791,627.944,853.056,51149.34,2805.66,1133.055,26815.403,25540.647,23537.459,2003.188,3551.106,1229.229,18711.597,54208,17312,9341,20071,2814,16895.82,6867.48,1500.84,682.2,4843.62,4366.08,11478.708,6624.528,38947.656,13598.52,9141.48,727.68,704.94,2.58,2.5
32,ALABAMA,Shelby,785.3750191,268.9937862,0.1169,1117,33.26879845,-86.66232561,328,13,211261,38.9,102461.585,108799.415,207247.041,169642.583,25351.32,422.522,4225.22,0,7605.396,4013.959,12041.877,164994.841,124754.928,2082.72,73311.744,8122.608,2499.264,56004.52,46448.504,7284.504,22323.48,19033.704,97667.775,8492.85,17665.128,2208.141,43823.106,11186.916,29114.666,42596.334,60380.662,4053.25,1699.75,12840.88,23479.456,186158.544,181360.3,26922.3,626.1,200101,11160,2254.32,3716.28,5189.4,4006.44,7153.56,182860.12,15900.88,5764.069,110330.906,110164.243,105664.342,4333.238,6666.52,166.663,56332.094,95733,21796,9385,27314,3274,63289.024,23106.76,2349.84,704.952,16057.24,4229.712,17466.456,12891.908,177575.636,62427.416,15900.584,1331.576,861.608,2.47,2.71
33,ALABAMA,St. Clair,631.6030046,138.2292348,0.3656,1115,33.71902176,-86.31029372,76,0,87306,40.3,43740.306,43565.694,86258.328,76218.138,8294.07,349.224,698.448,0,698.448,1047.672,2095.344,75083.16,50467.858,765.954,30467.948,3489.346,1446.802,23260.356,18273.696,3699.78,8911.644,7817.796,38758.944,4809.504,9477.552,1697.472,15984.528,9226.096,21851.28,19605.454,10015.17,2209.28,1380.8,6592.754,14088.03,71293.97,76275.36,10204.64,0,85807,1499,259.327,686.542,553.131,613.091,885.909,79931.31,2133.69,738.585,41128.608,41059.134,38905.44,2153.694,3682.122,69.474,28345.392,68428,19656,10582,20850,3065,23775.108,11839.296,1479.912,482.58,5758.788,3506.748,11264.748,7680.51,66393.742,25383.708,6788.292,514.752,289.548,2.57,2.66
34,ALABAMA,Talladega,736.7818207,109.3471605,0.8736,1121,33.37823223,-86.16886178,64,2,80565,41.1,39154.59,41410.41,79275.96,51722.73,26022.495,322.26,483.39,0,644.52,1289.04,1852.995,50675.385,45599.787,540.099,28085.148,2931.966,1157.355,20917.062,14195.964,5339.19,10489.938,9265.065,30623.308,5181.384,8369.928,2125.696,20061.256,10663.18,19586.578,17846.796,8025.446,2446.992,1376.433,5116.932,14974.87,62615.13,68825.113,10846.136,79.751,79174,1391,324.103,361.66,706.628,506.324,884.676,74128.608,2135.392,838.904,34161.246,34095.803,31085.425,3010.378,5758.984,65.443,31281.754,56933,18323,10475,20458,2264,21262.539,12342.951,3486.177,753.768,6783.912,5464.818,15363.596,9882.112,51881.088,22393.191,9013.809,753.768,408.291,2.37,2.49
35,ALABAMA,Tallapoosa,716.5214703,56.71288536,0.8863,1123,32.86698258,-85.79833053,298,19,40636,43.7,19505.28,21130.72,40229.64,28242.02,11134.264,121.908,162.544,0,568.904,406.36,934.628,27998.204,24492.24,360.18,14127.06,1040.52,680.34,11332.672,8075.968,2549.44,5115.328,4720.576,17383.044,2651.082,4094.076,671.16,8758.638,5573.49,9403.478,8345.944,5230.506,871.695,369.81,2885.58,7620.9,32489.1,36336.655,3774.194,0,40039,597,47.163,309.843,239.994,287.754,309.246,37771.775,653.225,268.975,16841.73,16841.73,15091.511,1750.219,3434.392,0,16181.27,61614,18658,10228,20774,3758,10493.824,7352.256,1414.528,296.064,4095.552,3306.048,8135.834,4248.268,27693.898,11974.144,4473.856,279.616,493.44,2.59,2.38
36,ALABAMA,Tuscaloosa,1320.858496,156.1204328,0.6255,1125,33.28726072,-87.52556818,237,2,206213,32.7,99600.879,106612.121,203944.657,132801.172,65163.308,412.426,3299.408,0,2062.13,2268.343,7423.668,127852.06,105612.738,1959.42,73674.192,14499.708,2743.188,47263.487,33149.582,11001.608,25115.513,20121.362,71652.516,8850.192,16849.404,2723.136,70120.752,14796.264,38138.646,36097.782,38648.862,3861.865,1986.102,10426.496,24563.16,180129.84,168547.562,34647.02,815.224,198660,7553,2598.232,2583.126,2364.089,2432.066,5120.934,183008.56,10856.44,4265.03,99896.156,99728.545,93526.938,6201.607,10559.493,167.611,67714.844,70304,19227,9621,24083,3088,56238.483,22220.353,3908.466,3039.918,14041.526,7237.9,34039.446,17606.61,143982.944,45743.528,26635.472,1809.475,1158.064,2.53,2.81
37,ALABAMA,Walker,791.0017929,81.53331709,0.7452,1127,33.80270512,-87.30027177,100,0,64493,42.4,31537.077,32955.923,63332.126,58559.644,3998.566,128.986,322.465,0,322.465,1160.874,1547.832,57463.263,37962.036,635.88,21937.86,3052.224,763.056,17374.984,12943.612,3304.752,7661.016,6459.288,27229.356,4582.116,7162.848,1422.036,12218.976,8590.034,16685.354,14481.628,5216.984,2051.05,1107.567,4009.12,15365.196,48390.804,55306.797,8420.412,63.791,63590,903,124.614,318.759,458.724,347.655,555.345,59175.846,1331.154,665.577,27104.998,27104.998,24721.002,2383.996,4560.688,51.826,24721.002,60186,19154,9357,18353,2042,16799.156,11166.056,1827.628,400.576,6058.712,4055.832,12503.196,7298.82,43602.516,19052.396,5983.604,375.54,500.72,2.5,2.55
38,ALASKA,Anchorage,1706.40205,173.5300306,0.4602,2020,61.14998174,-149.1426986,189,4,296112,33.2,151017.12,145094.88,267093.024,186550.56,16582.272,21912.288,28426.752,6810.576,6810.576,29018.976,26946.192,173225.52,158482.026,2886.74,103633.966,23671.268,8660.22,70199.316,51983.712,12250.26,36324.684,26950.572,114948.61,7741.437,27916.091,3753.424,80229.438,11903.628,45694.572,66621.918,67773.882,5771.22,1648.92,28121.639,31633.224,253350.776,234385.261,55166.643,2626.983,264444,31668,6016.92,8518.692,17132.388,19760.832,11907.168,225786.758,48559.242,16460.76,167521.883,159226.439,150239.708,8986.731,12904.024,8295.444,62907.117,101352,18577,10694,33872,3734,93421.548,20026.512,5113.152,6178.392,19387.368,9267.588,26583.032,17336.76,245315.154,64873.116,41650.884,1704.384,4793.58,2.57,2.8
39,ALASKA,Fairbanks North Star,7329.514944,13.59612481,0.3446,2090,64.80726247,-146.5692662,83,2,99653,31.1,53812.62,45840.38,91880.066,75238.015,4484.385,7274.669,3089.243,597.918,1195.836,7772.934,7972.24,70155.712,55433.791,667.877,31867.274,7442.058,3053.152,24062.067,18950.247,3030.579,12450.933,9055.224,41490.88,2050.88,8045.76,1183.2,26188.16,3401.09,13789.874,24549.686,20159.188,1601.46,774.9,11607.288,10474.761,82222.239,76748.112,20361.744,783.144,94517,5136,1319.952,1145.328,2670.72,2865.888,2270.112,82488.644,9267.356,2293.9,56497.168,50055.87,46563.6,3492.27,5432.42,6441.298,21108.832,89451,17763,10937,33933,3724,32277.492,6426.288,1022.364,1789.137,7083.522,2519.397,7729.83,6584.67,81115.5,21360.105,15152.895,912.825,2154.267,2.46,2.72
40,ALASKA,Kenai Peninsula,16023.30449,3.633457758,0.4073,2122,60.24429722,-151.5388884,22,1,58220,40.8,30332.62,27887.38,54959.68,48497.26,349.32,4482.94,873.3,174.66,523.98,3260.32,2387.02,46925.32,32789.72,565.34,19051.958,4126.982,1356.816,13675.089,11066.169,1543.611,8065.911,6522.3,24127.887,2455.284,6279.861,897.123,13504.062,2899.944,12969.194,15023.321,9384.541,842.835,403.095,5062.513,8332.366,48738.634,48450.36,9055.603,173.037,56404,1816,439.472,259.688,1116.84,1085.968,730.032,50257.128,4310.872,927.656,27898.42,27759.16,25577.42,2181.74,3620.76,139.26,18521.58,83958,18005,9452,34407,4403,16305.75,7131.048,1130.532,1326.201,5152.617,2087.136,6832.08,5067.126,45034.794,15936.153,5804.847,391.338,978.345,2.58,2.61
41,ALASKA,Matanuska-Susitna,24713.77958,4.186490361,0.3172,2170,62.31305045,-149.5741743,21,1,103464,35,53904.744,49559.256,95083.416,85978.584,1138.104,5897.448,1448.496,206.928,517.32,8380.584,4966.272,82253.88,48520.824,1725.636,43546.932,7714.608,2233.176,21707.937,17539.272,2562.957,9171.063,7163.928,39296.203,3441.419,10084.158,1520.627,25690.593,5047.996,21387.562,25904.19,14081.252,2608.012,711.276,10543.98,13389.42,88045.58,86264.36,15415.288,408.352,99739,3725,592.275,987.125,2145.6,2059.925,1665.075,89318.278,6619.722,1822.822,48081.881,47532.822,42983.476,4549.346,7451.515,549.059,30355.119,89767,17617,10510,30204,3907,25135.506,7472.718,1883.619,1945.377,6608.106,3180.537,10438.947,6283.638,84626.415,23745.951,7133.049,494.064,1543.95,2.88,3.41
42,ARIZONA,Apache,11197.46794,6.387336886,0.9885,4001,35.39465006,-109.4892383,549,6,71522,34.7,35260.346,36261.654,70377.648,16378.538,500.654,52711.714,286.088,0,500.654,1144.352,4434.364,13088.526,28560.818,1403.48,37683.438,2526.264,1192.958,13766.625,8096.815,4160.58,6628.375,5975.735,19725.321,3259.927,4751.758,1215.566,26355.681,9062.904,14705.006,15460.248,5197.842,3254.416,1428.768,2894.64,10404.807,60376.193,65790.046,4805.288,70.666,70331,1191,233.436,316.806,639.567,373.974,817.026,30509.212,36104.788,10125.328,20861.37,20861.37,18375.3,2486.07,6485.4,0,33183.63,53810,16645,9100,22012,4094,11808.705,7301.41,2671.745,1101.33,3671.1,5221.12,24774.952,10317.048,35092,15989.68,4405.32,2141.475,2671.745,3.58,3.4
43,ARIZONA,Cochise,6164.570481,20.48463886,0.9064,4003,31.87934684,-109.7516088,39,0,126279,40.6,64149.732,62129.268,120596.445,107210.871,4672.323,1641.627,2399.301,505.116,4040.928,5682.555,44576.487,69706.008,73422.288,1290.168,37297.584,5277.96,2697.624,32308,24329.5,5713,16942,14578,52583.55,7629.77,13712.965,1443.47,27632.14,11195.776,20554.745,35599.069,20117.41,3488.716,2140.803,18292.54,19859.94,96280.06,103050.934,20709.994,998.072,112382,13897,1695.434,2640.43,9547.239,7587.762,6309.238,84230.14,34403.86,10795.694,50181.615,46430.666,43085.225,3345.441,7299.144,3750.949,51195.385,60085,18004,9173,26477,1957,32899,21423.75,2659.5,1773,14824.25,7978.5,20169.58,14189.065,82906.355,34081,15169,1379,1034.25,2.44,2.35
44,ARIZONA,Coconino,18618.66589,7.530990718,0.7131,4005,35.83883429,-111.7707178,540,44,140217,30.6,68986.764,71230.236,135730.056,89458.446,1822.821,37437.939,2944.557,140.217,3926.076,4486.944,19630.38,75857.397,68121.56,759.72,45456.58,12408.76,3165.5,29263.844,20895.992,5814.948,18012.156,11819,45832.644,3935.126,11458.161,1157.39,53355.679,8540.376,17573.466,26770.794,29234.364,3573.85,1572.494,7179.25,16586.696,122797.304,107236.204,30976.261,694.535,133424,6793,1800.145,1908.833,3084.022,2751.165,4041.835,99797.178,32559.822,7279.635,71777.077,71662.964,66299.653,5363.311,8558.475,114.113,42335.923,71714,19069,9053,27758,3391,38624.492,12149.932,1891.04,661.864,8462.404,5484.016,24123.96,13146.92,90369.12,28649.256,18626.744,1512.832,3214.768,2.5,2.79
45,ARIZONA,Gila,4757.993914,11.22321738,0.899,4007,33.80190085,-110.8132779,14,0,53400,49.7,26379.6,27020.4,51637.8,41118,320.4,8544,480.6,0,1121.4,1762.2,9985.8,33321.6,31777.428,471.942,17042.35,3146.28,1573.14,13719.456,9985.68,2604.96,7988.544,6772.896,22054.428,3852.882,6820.044,531.432,11071.5,5726.385,11141.13,14880.81,7206.675,1704.831,906.825,5361.426,11697.846,40995.154,44009.76,8738.4,211.84,51392,2008,321.28,375.496,1309.216,875.488,1132.512,41698.908,8662.092,2215.884,20216.016,20216.016,18168.273,2047.743,4444.038,0,23352.984,58162,20053,10278,21505,2316,12568.932,11592.072,1280.772,260.496,5796.036,3712.068,11812.725,6405.122,34283.153,16042.212,5665.788,803.196,868.32,2.62,2.34
46,ARIZONA,Graham,4622.697818,8.19413284,0.964,4009,32.93166885,-109.8882178,18,0,37879,33.3,20341.023,17537.977,36780.509,29924.41,757.58,4810.633,227.274,37.879,984.854,1098.491,12462.191,19280.411,16364.106,404.052,14916.253,2020.26,606.078,7601.31,5552.73,1509.48,3180.69,2706.282,12722.276,1817.468,3517.68,527.652,10728.924,3388.464,7035.769,9530.055,3600.243,1169.868,492.576,2065.95,4420.39,29582.61,31026.154,6137.864,299.408,36506,1373,332.266,444.852,595.882,429.749,943.251,27381.86,7678.14,1963.36,14173.75,14173.75,12851.25,1322.5,2702.5,0,14576.25,60124,18430,10947,21734,3320,7978.68,3752.136,636.138,237.204,2382.822,1843.722,7126.554,3011.22,23320.226,7471.926,3310.074,355.806,657.702,3.15,3.11
47,ARIZONA,La Paz,4499.626995,4.600603566,0.9236,4012,33.72854224,-113.9810029,14,1,20701,56,10681.716,10019.284,20100.671,15919.069,165.608,2918.841,165.608,0,931.545,600.329,5609.971,11965.178,12908.07,266.357,5634.475,1680.098,717.115,5302.64,4010.4,855.552,3609.36,2940.96,9024.004,1801.234,2175.748,552.854,4262.326,3611.57,5250.3,5091.2,1972.84,420.056,195.026,2575.912,4626,15934,18057.857,2131.688,307.455,18428,2273,559.158,511.425,1202.417,706.903,1566.097,16048.62,3691.38,1243.62,7036.428,7036.428,6469.26,567.168,1417.92,0,10687.572,49155,19784,10097,19171,3079,4384.704,5249.168,329.744,204.976,2584.48,1301.152,4508.842,2876.682,13016.476,6621.616,2290.384,258.448,463.424,2.47,2.24
48,ARIZONA,Maricopa,9199.246764,462.4197077,0.6354,4013,33.34835867,-112.4918154,4751,147,4253913,36.1,2105686.935,2148226.065,4100772.132,3301036.488,233965.215,80824.347,178664.346,8507.826,297773.91,153140.868,1310205.204,2369429.541,2243086.224,75609.648,1583602.072,298238.056,113414.472,996102.385,722364.325,187054.341,524664.615,407565.556,1589079.87,172799.73,409975.83,57599.91,1158774.66,354247.866,635396.966,922169.048,899677.12,102232.311,32415.123,253334.593,468726.36,3754033.64,3476224.205,701970.305,29423.905,3620968,632945,106334.76,165198.645,361411.595,253810.945,379134.055,2901568.96,1073183.04,361702.432,2127845.079,2121185.157,2004636.522,116548.635,183147.855,3329.961,1202115.921,85295,20786,10587,26875,2620,1199885.163,441022.43,59309.913,24332.272,267654.992,153597.467,617161.566,373655.642,3207560.792,933750.938,587016.062,34977.641,69955.282,2.74,2.78
49,ARIZONA,Mohave,13311.06103,15.48065925,0.8624,4015,35.70471703,-113.7577902,141,13,206064,50.9,104062.32,102001.68,201530.592,186487.92,2266.704,4945.536,2472.768,412.128,4945.536,4533.408,33382.368,159905.664,126103.658,3041.085,57983.354,15610.903,6487.648,54112.005,40690.86,8975.925,31372.995,24961.62,88028.205,15637.745,27409.98,4041.215,40587.855,22915.536,54249.024,58613.888,20109.552,5660.382,2467.346,24530.23,45687.6,157368.4,164651.48,39066.376,818.144,192176,13888,1569.344,2513.728,9804.928,6721.792,7166.208,175068.103,21858.897,7483.226,78196.5,78196.5,71245.7,6950.8,15465.53,0,95573.5,58367,20528,10652,24190,2481,48555.48,45819.96,5642.01,1966.155,25560.015,12993.72,35343.875,25245.625,141577.465,58642.71,26842.29,2564.55,3248.43,2.57,2.28
50,ARIZONA,Navajo,9949.884917,10.92525199,0.9955,4017,35.3997715,-110.3218983,800,21,108705,36.4,54569.91,54135.09,105443.85,51960.99,978.345,48373.725,652.23,108.705,3478.56,3261.15,12283.665,45112.575,50277.8,1058.48,49219.32,5292.4,2328.656,23912.865,15930.441,6055.632,10494.135,8945.82,36319.536,5548.818,9752.468,2101.825,30350.353,11980.316,20965.553,25701.957,11005.174,4622.484,2436.174,7349.325,19023.404,87252.596,92553.408,14354.348,214.244,105541,3164,556.864,740.376,1866.76,1582,1582,63413.264,37402.736,8569.36,39100.068,39100.068,33267.915,5750.01,12157.164,0,43042.932,55952,19059,9518,21993,3092,21986.073,13831.614,3234.258,1032.21,8085.645,7982.424,30134.475,13957.02,61643.505,23775.237,10631.763,2133.234,3027.816,3.06,3.08
51,ARIZONA,Pima,9187.218652,110.9935486,0.8828,4019,32.0971334,-111.7890033,1346,81,1019722,38.3,501703.224,518018.776,971795.066,777028.164,35690.27,37729.714,29571.938,2039.444,88715.814,47926.934,377297.14,531275.162,575171.989,12869.597,330649.646,71277.768,29699.07,246958.712,174795.452,51316.096,153948.288,121875.728,377456.85,49488.787,107365.504,15937.067,288544.792,79375.959,152646.075,230665.18,216418.213,22644.888,8568.336,85123.101,151809.696,846938.304,799245.668,199559.448,9070.884,887487,132235,22479.95,32794.28,76960.77,63472.8,68762.2,686887.63,273794.37,80697.288,482741.992,476955.701,440584.729,36370.972,62822.588,5786.291,343871.008,68225,20243,10563,29195,2816,292662.11,143123.799,18040.815,7617.233,91406.796,54523.352,176414.376,103073.568,711604.056,250165.968,150741.032,9220.861,15234.466,2.37,2.53
52,ARIZONA,Pinal,5365.836412,78.22098323,0.8592,4021,32.90525627,-111.3449483,468,13,419721,38.9,219094.362,200626.638,403351.881,336616.242,18887.445,20986.05,7554.978,1259.163,18048.003,16369.119,125496.579,239660.691,210759.488,5898.12,154137.536,22412.856,9436.992,95825.628,73585.296,14964.174,41460.372,34733.358,163480.196,18577.295,44247.739,5742.073,105383.928,42084.5,85610.25,106076,54767.5,11243.769,4183.728,34714.224,59864.136,333978.864,336737.212,74646.18,3317.608,381159,38562,7558.152,7905.21,23098.638,16465.974,22096.026,314321.296,80554.704,25666.94,163167.156,163167.156,150206.832,12628.008,25920.648,332.316,169148.844,68017,21663,10739,26229,2837,90196.902,57248.262,7001.586,2745.72,39126.51,16199.748,55706.6,38053.1,298540.3,102140.784,35145.216,3294.864,5079.582,3.25,2.73
53,ARIZONA,Santa Cruz,1236.921479,37.66124268,0.9318,4023,31.52508998,-110.8479088,34,0,46584,36.6,22267.152,24316.848,46071.576,39642.984,232.92,372.672,419.256,0,5357.16,512.424,38897.64,6941.016,23407.683,1338.901,19991.177,1431.239,877.211,11618.79,8008.17,2545.95,3811.21,3302.02,17955.888,2163.36,3677.712,757.176,11465.808,7131.632,7950.016,8008.472,6137.88,1759.89,826.615,1684.45,5735.124,40515.876,40807.39,4172.441,871.169,31620,14964,1960.284,2947.908,10055.808,8454.66,6509.34,8778.126,34463.874,11632.098,18814.923,18814.923,17220.438,1559.052,2940.939,35.433,16618.077,55455,17656,7877,31147,1347,11634.22,5385.07,1018.38,1172.68,2453.37,4212.39,11091.36,8133.664,26988.976,10214.66,5215.34,401.18,771.5,3.02,2.98
54,ARIZONA,Yavapai,8123.507458,27.6536953,0.521,4025,34.59933926,-112.5538588,93,1,224645,52.9,109851.405,114793.595,219028.875,205550.175,1347.87,3145.03,2246.45,224.645,6514.705,5616.125,32348.88,181288.515,145424.188,2416.414,56895.566,15157.506,5931.198,60676.424,49347.598,7872.574,35330.576,28706.093,104414.002,15303.722,29445.136,2518.334,42036.806,16665.861,44155.941,67694.322,43296.876,4840.5,2742.95,26340.069,40824.738,182261.262,186514.944,35919.744,669.312,210589,14056,1363.432,3092.32,9600.248,7224.784,6831.216,192082.514,23015.486,7313.332,90202.623,90202.623,84074.207,6128.416,12831.371,0,101310.377,62240,20710,10850,27254,3094,58468.263,50595.689,4032.294,1536.112,29954.184,8928.651,30810.64,23107.98,166157.38,69029.033,26977.967,1824.133,2304.168,2.38,2.25
55,ARIZONA,Yuma,5513.972017,37.69134108,0.9895,4027,32.76895712,-113.9066674,115,1,207829,34.3,107031.935,100797.065,202217.617,155871.75,4572.238,2701.777,2701.777,207.829,36370.075,5611.383,131763.586,65258.306,112965.426,2226.917,79561.671,7490.539,4453.834,54347.25,40579.28,9637.579,18115.75,14492.6,89650.053,9634.523,13553.651,3755.831,46866.239,36498.501,33882.121,41077.166,19361.212,7389.184,2655.488,15247.263,24147.6,177082.4,167358.71,33553.58,3478.115,152329,55500,8547,12654,34243.5,24420,31080,89181.671,103435.329,41220.038,87884.952,84196.35,75856.902,8339.448,15877.026,3528.228,72489.048,58960,19015,9817,26684,2552,51158.878,25796.828,3260.835,1304.334,15652.008,13767.97,40680.39,29953.72,131958.28,48622.673,23840.327,2463.742,5072.41,2.78,2.8
