,ET_Over_60_Population,EM_Over_60_Pop_Median_Age,E_Over_60_SEX_Male,E_Over_60_SEX_Female,E_Over_60_RACE_One_Race,E_Over_60_RACE_White,E_Over_60_RACE_Black,E_Over_60_RACE_Native_Pop,E_Over_60_RACE_Asian,E_Over_60_RACE_Pacific_Islander,E_Over_60_RACE_Other_Race,E_Over_60_RACE__Two_or_More_Races,E_Over_60_RACE_Hispanic,E_Over_60_RACE_White_Alone,E_Over_60_Pop_in_Households_Householder_Spouse,E_Over_60_Pop_in_Households_Householder_Parent,E_Over_60_Pop_in_Households_Householder_Other_Relative,E_Over_60_Pop_in_Households_Householder_Nonrelative,E_Over_60_Pop_in_Households_Householder_Unmarried_Partner,E_Over_60_Households_TYPE_Family,E_Over_60_Households_TYPE_Family_Married_Couple,E_Over_60_Households_TYPE_Family_Female_Householder,E_Over_60_Households_TYPE_Nonfamily,E_Over_60_Households_TYPE_Nonfamily_Householder_Living_Alone,E_Total_Pop_Over_60_MARITAL_STATUS_Married,E_Total_Pop_Over_60_MARITAL_STATUS_Divorced,E_Total_Pop_Over_60_MARITAL_STATUS_Separated,E_Total_Pop_Over_60_MARITAL_STATUS_Never_Married,E_Pop_Over_60_EDUCATION_Less_Than_High_School,E_Pop_Over_60_EDUCATION_Less_High_School_Grad,E_Pop_Over_60_EDUCATION_Some_College,E_Pop_Over_60_EDUCATION_Bachelors_Degree_or_Higher,E_Total_Pop_Over_60_RESPONSIBLE_FOR_GRANDCHILDREN_Live_Together,E_Total_Pop_Over_60_RESPONSIBLE_FOR_GRANDCHILDREN_Live_Together_and_Responsible,E_Pop_Over_60_VETERAN_STATUS_Civilian_Veteran,E_Pop_Over_60_DISABILITY_STATUS_Yes,E_Pop_Over_60_DISABILITY_STATUS_No,E_Pop_Over_60_Place_of_Residence_Last_Year_Same_House,E_Pop_Over_60_Place_of_Residence_Last_Year_Different_US_House,E_Pop_Over_60_Place_of_Residence_Last_Year_Different_Foreign_House,ET_Over_60_Pop_CITIZENSHIP_Native,ET_Over_60_Pop_CITIZENSHIP_Foreign_Born,E_Over_60_Pop_CITIZENSHIP_Foreign_Born_Post_2010_Entry,E_Over_60_Pop_CITIZENSHIP_Foreign_Born_Btwn_2000_2009_Entry,E_Over_60_Pop_CITIZENSHIP_Foreign_Born_Before_2000_Entry,E_Over_60_Pop_CITIZENSHIP_Foreign_Born_US_Citizen,E_Over_60_Pop_CITIZENSHIP_Foreign_Born_Not_US_Citizen,E_Over_60_Pop_LANGUAGE_English_Only_At_Home,E_Over_60_Pop_LANGUAGE_Nonenglish_At_Home,E_Over_60_Pop_LANGUAGE_Limited_English,ET_Over_60_Pop_EMPLOYMENT_STATUS_in_Labor_Force,E_Over_60_Pop_EMPLOYMENT_STATUS_in_Civilian_Labor_Force,E_Over_60_Pop_EMPLOYMENT_STATUS_in_Civilian_Labor_Force_Employed,E_Over_60_Pop_EMPLOYMENT_STATUS_in_Civilian_Labor_Force_Unemployed,E_Total_Pop_Over_60_EMPLOYMENT_STATUS_Not_In_Labor_Force,E_Total_Pop_Over_60_EMPLOYMENT_STATUS_In_Civilian_Labor_Force_Unemployed_Percent_of_Labor_Force,EM_Over_60_Households_WITH_INCOME_Mean_Earnings,EM_Over_60_Households_WITH_INCOME_Mean_Social_Security,EM_Over_60_Households_WITH_INCOME_Mean_Suppl_Security,EM_Over_60_Households_WITH_INCOME_Mean_Retirement_Income,EM_Over_60_Households_WITH_INCOME_Mean_Cash_Public_Asst,E_Over_60_Households_WITH_INCOME_WITH_EARNINGS,E_Over_60_Households_WITH_INCOME_WITH_Social_Security,E_Over_60_Households_WITH_INCOME_WITH_Suppl_Security,E_Over_60_Households_WITH_INCOME_WITH_Cash_Public_Asst,E_Over_60_Households_WITH_INCOME_WITH_Retirement_Income,E_Over_60_Households_WITH_INCOME_WITH_SNAP,E_Over_60_Pop_POVERTY_STATUS_Below_100_Percent,E_Over_60_Pop_POVERTY_STATUS_Btwn_100_149_Percent,E_Over_60_Pop_POVERTY_STATUS_Above_150_Percent,E_Over_60_HOUSING_UNITS_Owner_Occupied,E_Over_60_HOUSING_UNITS_Rented,E_Over_60_HOUSING_UNITS_No_Telephone,E_Over_60_HOUSING_UNITS_More_Than_One_Occupant_Per_Room,EM_Over_60_HOUSING_UNITS_Avg_Household_Size_Owned,EM_Over_60_HOUSING_UNITS_Avg_Household_Size_Rented,E_TRANSPORTATION_Workers_Over_60_Public_Transportation,E_TRANSPORTATION_Workers_Over_16_over_60_mins_public_transportation,STATE,COUNTY,AREA_SQMI,Pop_Density,CDC_SVI_Overall_Ranking,Lat,Long_,FIPS,4_22_Confirmed,4_22_Deaths
31,27607,69.6,12340.329,15266.671,27303.323,24542.623,2401.809,138.035,82.821,0,138.035,303.677,414.105,24321.767,24651.93,969.912,942.97,377.188,107.768,9690,8058,1275,7310,7055,16315.737,3892.587,745.389,800.603,4610.369,9193.131,7812.781,5990.719,1104.28,552.14,4665.583,10437.777,16533.223,26033.401,1545.992,27.607,27156,451,0,44.198,406.802,335.093,115.907,27137.681,469.319,193.249,6045.933,6045.933,5852.684,193.249,21561.067,855.817,51386,20871,10193,25293,3058,6749,13753,1547,221,8585,1258,3020.752,2508.303,21441.945,13855,3145,578,68,2.02,1.49,1184.017,6640.791,ALABAMA,Morgan,579.389645,205.599118,0.6895,34.45500589,-86.85475946,1103,52,0
32,11129,69,4707.567,6421.433,11006.581,6855.464,3973.053,44.516,77.903,0,66.774,122.419,200.322,6733.045,9579.342,392.328,719.268,207.062,130.776,3695.634,2697.744,743.256,3186.366,3055.608,5553.371,2025.478,267.096,945.965,2893.54,4262.407,2325.961,1647.092,567.579,222.58,2192.413,5038.73,5891.27,10138.519,990.481,0,10918,211,0,12.027,198.973,133.985,77.015,10761.743,367.257,133.548,2960.314,2960.314,2837.895,122.419,8168.686,456.289,45268,18200,9470,19517,3743,3131.31,5436.78,550.56,68.82,3103.782,997.89,1530.2,1486.48,7924.25,5402.37,1479.63,137.64,34.41,2.12,1.84,3851.656,5565.188,ALABAMA,Russell,641.1523375,90.79433482,0.9115,32.28725256,-85.18415324,1113,52,0
33,43622,68.8,19935.254,23686.746,43360.268,39172.556,3315.272,43.622,654.33,0,174.488,261.732,654.33,38692.714,39440.16,1594.848,1551.744,517.248,129.312,16723.908,14577.804,1544.148,9448.092,9107.856,28965.008,5583.616,348.976,1221.416,3882.358,11167.232,12432.27,16140.14,2224.722,567.086,7284.874,12591.04,30528.96,41397.278,2181.1,43.622,41915,1707,208.254,102.42,1396.326,1254.645,452.355,42007.986,1614.014,697.952,13217.466,13217.466,12912.112,305.354,30404.534,1003.306,91953,23087,9731,27369,4925,13007.484,19681.344,1203.912,235.548,12641.076,1256.256,2932.16,3104.64,37083.2,23476.284,2695.716,444.924,52.344,1.98,1.6,0,7331.604,ALABAMA,Shelby,785.3750191,268.9937862,0.1169,33.26879845,-86.66232561,1117,278,6
34,19232,69.1,8865.952,10366.048,19058.912,17597.28,1230.848,76.928,134.624,0,19.232,173.088,192.32,17462.656,16783.872,674.352,880.404,393.372,187.32,7178.138,5670.504,1158.853,4072.862,3814.089,11654.592,3057.888,96.16,519.264,3807.936,7115.84,5788.832,2538.624,1134.688,653.888,4019.488,7527.772,11386.228,18116.544,1115.456,0,18980,252,17.892,0,234.108,214.956,37.044,18808.896,423.104,153.856,4269.504,4269.504,4154.112,115.392,14962.496,519.264,50746,21133,10225,22070,1052,4759.173,9270.824,708.813,101.259,4657.914,1113.849,2212.938,1891.4,14809.662,9597.103,1653.897,168.765,22.502,2.09,1.76,0,19063.205,ALABAMA,St. Clair,631.6030046,138.2292348,0.3656,33.71902176,-86.31029372,1115,62,0
35,19560,69.2,8899.8,10660.2,19403.52,14396.16,4811.76,97.8,58.68,0,19.56,156.48,195.6,14239.68,17364.612,398.097,739.323,473.925,170.613,7154.545,5561.965,1170.305,4910.455,4572.635,11247,2718.84,391.2,801.96,4850.88,6904.68,5398.56,2405.88,1330.08,704.16,3188.28,7406.49,11584.51,18640.68,880.2,39.12,19335,225,29.925,0,195.075,107.1,117.9,19168.8,391.2,156.48,4342.32,4342.32,4146.72,195.6,15217.68,860.64,46690,19911,9983,21223,2916,4982.845,9724.39,977.265,217.17,5260.34,1616.71,2373.875,2373.875,14262.241,10134.6,1930.4,205.105,24.13,2.16,1.76,2303,13094.2,ALABAMA,Talladega,736.7818207,109.3471605,0.8736,33.37823223,-86.16886178,1121,52,2
36,11420,70,5253.2,6166.8,11374.32,9170.26,2146.96,68.52,0,0,0,45.68,34.26,9147.42,10273.71,298.269,364.551,110.47,55.235,4081.437,3328.272,638.397,3091.563,2912.238,6794.9,1644.48,159.88,468.22,2101.28,4225.4,2934.94,2158.38,388.28,79.94,1872.88,4385.304,6688.696,10757.64,662.36,0,11357,63,0,0,63,60.984,2.016,11374.32,45.68,22.84,2375.36,2375.36,2261.16,114.2,9044.64,548.16,50319,19776,11402,20833,1118,2768.778,5824.476,645.57,100.422,3385.656,781.857,1140.622,1240.288,8682.016,5989.455,1183.545,114.768,35.865,1.84,1.67,0,12839,ALABAMA,Tallapoosa,716.5214703,56.71288536,0.8863,32.86698258,-85.79833053,1123,242,15
37,37788,68.7,16702.296,21085.704,37599.06,27660.816,9484.788,75.576,340.092,0,75.576,188.94,377.88,27358.512,32922.88,1405.696,2071.552,591.872,147.968,13752.7,10660.65,2399.8,9322.3,8930.025,21728.1,5743.776,680.184,2229.492,5403.684,13263.588,9220.272,9900.456,1662.672,793.548,5705.988,11602.91,25467.09,35218.416,2494.008,75.576,37034,754,49.01,80.678,624.312,486.33,267.67,36692.148,1095.852,453.456,10618.428,10618.428,10353.912,264.516,27169.572,944.7,66291,20692,9758,25689,2101,11099.075,17629.3,1546.025,438.425,10914.475,1707.55,3482.7,3779.1,29788.2,18575.375,4499.625,484.575,92.3,2.26,1.67,10108.585,18615.81,ALABAMA,Tuscaloosa,1320.858496,156.1204328,0.6255,33.28726072,-87.52556818,1125,165,1
38,16320,70.3,7327.68,8992.32,16107.84,15340.8,652.8,16.32,97.92,0,0,212.16,32.64,15308.16,14754.884,478.02,430.218,270.878,95.604,6119.805,4701.17,1087.275,4235.195,3997.03,9432.96,2121.6,244.8,603.84,3900.48,6903.36,3835.2,1680.96,1028.16,489.6,2725.44,7572.15,8402.85,15308.16,995.52,0,16186,134,0,0,134,110.014,23.986,16205.76,114.24,81.6,3051.84,3051.84,2953.92,97.92,13268.16,522.24,47309,20225,10005,18256,2716,3914.19,8905.3,880.175,176.035,4908.27,1128.695,2028.825,2140.65,11805.525,8853.525,1501.475,113.905,82.84,2.05,1.54,0,8396.319,ALABAMA,Walker,791.0017929,81.53331709,0.7452,33.80270512,-87.30027177,1127,90,0
39,45533,67.7,22083.505,23449.495,44075.944,34195.283,2185.584,2595.381,4234.569,364.264,455.33,1457.056,1684.721,33193.557,38230.037,1904.857,1904.857,2214.95,575.887,15453.224,12489.592,2011.036,11007.776,9737.648,27183.201,8241.473,682.995,2868.579,3779.239,10700.255,14388.428,16665.078,3232.843,865.127,10882.387,13826.93,30776.07,41981.426,3460.508,91.066,39182,6351,412.815,870.087,5068.098,4687.038,1663.962,38520.918,7012.082,3915.838,17484.672,17484.672,16892.743,591.929,28048.328,1548.122,91717,19689,10519,37618,3972,16511.664,16458.742,2063.958,2169.802,13204.039,1746.426,2274.753,2676.18,39652.067,21274.644,5186.356,502.759,291.071,2.18,1.77,15137.772,12011.493,ALASKA,Anchorage,1706.40205,173.5300306,0.4602,61.14998174,-149.1426986,2020,164,4
40,14313,67.2,7414.134,6898.866,13998.114,12323.493,400.764,873.093,343.512,14.313,57.252,314.886,415.077,12037.233,12985.637,311.542,297.381,566.44,226.576,5368.246,4586.292,465.658,3417.754,3004.812,9317.763,2418.897,171.756,801.528,1044.849,2862.6,4909.359,5496.192,658.398,257.634,3619.924,4646.152,9605.848,13554.411,744.276,14.313,13529,784,72.128,14.896,696.976,624.064,159.936,13339.716,973.284,257.634,5438.94,5438.94,5295.81,143.13,8874.06,372.138,88588,18557,11501,35981,3969,5482.464,5192.526,430.514,632.592,4770.798,483.23,684.336,698.593,12874.071,7318.738,1467.262,184.506,184.506,2.17,1.64,11395.746,8431.83,ALASKA,Fairbanks North Star,7329.514944,13.59612481,0.3446,64.80726247,-146.5692662,2090,79,1
41,13779,67.9,7275.312,6503.688,13489.641,12649.122,68.895,647.613,82.674,0,41.337,289.359,248.022,12483.774,12099.529,456.586,322.296,550.589,201.435,4424.724,4018.71,240.294,3861.276,3463.548,8294.958,2535.336,220.464,799.182,1074.762,3940.794,5180.904,3582.54,385.812,124.011,3155.391,4503.248,9060.752,12773.133,1005.867,0,13315,464,42.224,12.064,410.176,371.2,92.8,13117.608,661.392,179.127,3954.573,3954.573,3692.772,261.801,9824.427,923.193,69664,18826,9268,36528,3463,3985.566,6048.78,464.016,513.732,4010.424,563.448,895.224,1193.632,11475.144,6935.382,1350.618,82.86,107.718,1.96,1.65,0,888.37,ALASKA,Kenai Peninsula,16023.30449,3.633457757,0.4073,60.24429722,-151.5388884,2122,19,0
42,17334,67.4,8875.008,8458.992,16831.314,15704.604,138.672,693.36,242.676,0,34.668,502.686,364.014,15375.258,13499.52,1247.424,1093.632,1247.424,239.232,5370.035,4715.59,412.39,3594.965,3146.715,10209.726,3241.458,329.346,866.7,1698.732,4957.524,6552.252,4125.492,1404.054,277.344,4368.168,5612.742,11604.258,15947.28,1265.382,121.338,16295,1039,122.602,257.672,657.687,610.932,428.068,16224.624,1109.376,485.352,5460.21,5460.21,5130.864,329.346,11873.79,1057.374,67028,18663,10453,33417,3728,4769.38,6042.41,699.27,717.2,4231.48,726.165,1463.445,1411.794,14324.544,7467.845,1497.155,116.545,62.755,2.52,1.91,3339.392,7722.344,ALASKA,Matanuska-Susitna,24713.77958,4.186490361,0.3172,62.31305045,-149.5741743,2170,20,0
43,14758,69,6877.228,7880.772,14610.42,5445.702,88.548,8928.59,73.79,0,88.548,147.58,708.384,4825.866,12298.302,1046.664,814.072,392.499,174.444,5401.358,3510.003,1513.084,3395.642,3202.108,7703.676,2007.088,295.16,2169.426,4634.012,3763.29,4368.368,1992.33,1992.33,752.658,1889.024,5960.892,8721.108,14256.228,501.772,0,14462,296,2.96,2.072,290.968,193.88,102.12,5549.008,9208.992,4766.834,2641.682,2641.682,2612.166,29.516,12116.318,132.822,47777,17486,9072,22837,3341,3386.845,6140.306,1697.821,246.316,2964.589,1583.46,3508.998,2216.982,8956.02,7882.112,914.888,1029.249,712.557,2.94,2.58,933.296,3216.538,ARIZONA,Apache,11197.46794,6.387336888,0.9885,35.39465006,-109.4892383,4001,235,5
44,36129,69.7,17450.307,18678.693,35225.775,32696.745,794.838,289.032,722.58,72.258,650.322,903.225,7189.671,26627.073,32747.997,1066.71,640.026,1137.824,568.912,12500.73,10542.51,1388.97,10269.27,9199.08,21532.884,6286.446,289.032,1517.418,5166.447,8129.025,13331.601,9501.927,1589.676,867.096,10116.12,11986.128,23686.872,33527.712,2565.159,36.129,31025,5104,91.872,270.512,4736.512,3741.232,1362.768,28144.491,7984.509,3179.352,7587.09,7587.09,7298.058,289.032,28541.91,1372.902,45694,18867,8627,27523,1727,8493.21,18603.09,1434.51,546.48,11681.01,2277,4138.068,4138.068,27396.864,19081.26,3688.74,614.79,113.85,1.83,1.5,2493.59,2357.576,ARIZONA,Cochise,6164.570481,20.48463885,0.9064,31.87934684,-109.7516088,4003,31,0
45,24202,68.2,11568.556,12633.444,23766.364,18030.49,217.818,4864.602,242.02,0,411.434,435.636,1984.564,16650.976,21670.968,474.72,854.496,735.816,308.568,9245.625,7115.433,1671.609,5547.375,5000.034,14569.604,4307.956,314.626,1766.746,3170.462,4525.774,6921.772,9608.194,1815.15,653.454,3969.128,7267.63,16797.37,22919.294,1234.302,24.202,23204,998,57.884,23.952,916.164,723.55,274.45,17861.076,6340.924,2662.22,7865.65,7865.65,7672.034,193.616,16336.35,629.252,64158,20055,9108,28205,3525,8180.529,10473.444,976.338,147.93,6686.436,1301.784,2478.695,1973.33,19612.975,12500.085,2292.915,517.755,606.513,2.3,1.82,4067.721,6198.432,ARIZONA,Coconino,18618.66589,7.530990717,0.7131,35.83883429,-111.7707178,4005,353,35
46,19272,70.3,9327.648,9944.352,19021.464,17537.52,77.088,1059.96,57.816,0,289.08,250.536,2100.648,15899.4,17333.259,301.776,584.691,641.274,339.498,6552.036,5460.03,704.52,5189.964,4579.38,11447.568,3468.96,134.904,847.968,2659.536,5107.08,7381.176,4124.208,790.152,404.712,4355.472,7539.427,11451.573,17344.8,1753.752,173.448,18489,783,26.622,32.103,724.275,540.27,242.73,16188.48,3083.52,925.056,3546.048,3546.048,3449.688,96.36,15725.952,481.8,42792,20897,11961,21564,1851,3980.538,10156.83,728.004,70.452,5225.19,1162.458,2070.019,2582.776,14319.214,9992.442,1749.558,352.26,199.614,1.94,1.66,0,8745.7,ARIZONA,Gila,4757.993914,11.22321738,0.899,33.80190085,-110.8132779,4007,10,0
47,7083,69.3,3371.508,3711.492,6998.004,6055.965,106.245,623.304,7.083,0,205.407,84.996,1622.007,4681.863,6109.308,260.262,315.054,164.376,47.943,2506.14,2043.468,295.596,1777.86,1692.18,4079.808,1232.442,21.249,375.399,1112.031,2025.738,2649.042,1296.189,580.806,247.905,1048.284,2578.875,4298.125,6615.522,460.395,7.083,6939,144,0,1.008,142.992,121.968,22.032,4943.934,2139.066,488.727,1770.75,1770.75,1699.92,63.747,5312.25,262.071,45431,18837,11588,22759,3499,1996.344,3195.864,389.844,111.384,1953.504,591.192,928.395,570.791,5370.937,3555.72,728.28,128.52,124.236,2.35,1.82,2505.14,3905.741,ARIZONA,Graham,4622.697818,8.19413284,0.964,32.93166885,-109.8882178,4009,2,0
48,9337,73.5,4733.859,4603.141,9215.619,8627.388,18.674,504.198,0,0,74.696,121.381,765.634,7983.135,8187.35,233.125,270.425,643.425,317.05,3047.22,2607.066,332.937,2595.78,2172.555,5639.548,1260.495,214.751,569.557,1867.4,3202.591,3155.906,1101.766,140.055,46.685,2212.869,3331.881,6001.119,8552.692,588.231,196.077,8491,846,278.334,111.672,455.994,205.578,640.422,8580.703,756.297,298.784,1531.268,1531.268,1512.594,9.337,7805.732,74.696,32249,20000,11161,19194,1505,1659.042,4785.264,180.576,84.645,2426.49,581.229,1362.618,1474.614,6505.101,4886.838,756.162,141.075,95.931,1.92,1.52,2337.327,2379.441,ARIZONA,La Paz,4499.626995,4.600603566,0.9236,33.72854224,-113.9810029,4012,6,1
49,844570,69.8,385123.92,459446.08,835279.73,749978.16,29559.95,7601.13,26181.67,844.57,22803.39,9290.27,104726.68,672277.72,717291.75,48263.25,36613.5,29956.5,10817.625,286169.68,237323.476,36017.908,207226.32,187983.876,496607.16,143576.9,10134.84,46451.35,95436.41,210297.93,274485.25,265194.98,50674.2,12668.55,150333.46,244468.24,592751.76,758423.86,81078.72,5067.42,724752,119818,13299.798,10783.62,95614.764,74167.342,45650.658,706905.09,137664.91,68410.17,228878.47,228878.47,219588.2,9290.27,615691.53,34627.37,69991,21899,10737,27663,2874,229922.536,375474.356,25656.592,6414.148,217094.24,32564.136,76187.02,64465.94,696567.04,389289.444,104106.556,10361.316,5427.356,2.08,1.77,161428.48,38339.264,ARIZONA,Maricopa,9199.246764,462.4197077,0.6354,33.34835867,-112.4918154,4013,2846,97
50,76142,70.7,37842.574,38299.426,75076.012,72411.042,532.994,761.42,685.278,76.142,685.278,1065.988,5177.656,68070.948,67894.188,2419.392,2570.604,2797.422,907.272,27119.494,23046.942,2961.856,19159.506,16891.835,46598.904,12715.714,913.704,2131.976,9822.318,25583.712,30228.374,10431.454,3350.248,1294.414,18426.364,28139.94,47505.06,67157.244,8680.188,304.568,71056,5086,320.418,350.934,4414.648,3326.244,1759.756,70735.918,5406.082,2055.834,11878.152,11878.152,11192.874,761.42,64263.848,4644.662,45448,21312,10780,23965,2431,14577.885,39846.219,2869.298,833.022,22306.478,4720.458,7564.5,7791.435,60289.065,37717.385,8561.615,1249.533,370.232,1.94,1.67,5150.904,11355.402,ARIZONA,Mohave,13311.06103,15.48065925,0.8624,35.70471703,-113.7577902,4015,62,3
51,25215,69.8,11876.265,13338.735,24962.85,16994.91,151.29,7362.78,100.86,0,353.01,252.15,1638.975,15809.805,22056.87,743.49,1065.669,892.188,421.311,9503.75,7055.584,1824.72,5702.25,5185.246,14599.485,3706.605,605.16,1765.05,5194.29,6278.535,8749.605,5017.785,2521.5,1235.535,4790.85,9784.32,15175.68,23475.165,1739.835,0,24196,1019,36.684,19.361,962.955,723.49,295.51,16314.105,8900.895,3404.025,5169.075,5169.075,4765.635,378.225,20045.925,1916.34,47497,20055,9209,22656,2822,5975.958,11921.504,1535.806,273.708,6492.962,2235.282,4118.4,3294.72,17546.88,12818.658,2387.342,805.918,593.034,2.48,2,7903.73,5654.97,ARIZONA,Navajo,9949.884917,10.92525199,0.9955,35.3997715,-110.3218983,4017,527,12
52,254746,70.2,116164.176,138581.824,250924.81,225959.702,5859.158,4585.428,5094.92,254.746,9425.602,3821.19,46618.518,192078.484,225137.7,9255.661,7504.59,8255.049,3752.295,87291.763,71988.377,11555.618,68865.237,62306.643,149535.902,43561.566,3311.698,15284.76,29295.79,56808.358,79990.244,88906.354,11463.57,3311.698,50949.2,80801.478,170916.522,228761.908,24455.616,1783.222,220063,34683,2393.127,2982.738,29307.135,24416.832,10266.168,202013.578,52732.422,21653.41,59355.818,59355.818,56808.358,2547.46,195390.182,11208.824,58396,21303,10341,29822,3011,65117.469,123988.658,8588.635,2186.198,74643.046,13741.816,25171.8,22654.62,203891.58,123520.187,32636.813,3279.297,1561.57,1.97,1.56,33062.28,15661.08,ARIZONA,Pima,9187.218652,110.9935486,0.8828,32.0971334,-111.7890033,4019,973,68
53,106757,70.1,51136.603,55620.397,105582.673,97362.384,2668.925,2241.897,1494.598,106.757,1814.869,1174.327,13237.868,86366.413,92377.626,4203.76,4834.324,3783.384,1786.598,38312.725,33425.59,3439.095,22022.275,19608.875,68965.022,16013.55,747.299,4697.308,13985.167,30212.231,38539.277,24020.325,5978.392,1921.626,21671.671,32321.267,72959.733,94373.188,11422.999,960.813,95371,11386,2447.99,853.95,8095.446,5943.492,5442.508,91383.992,15373.008,5658.121,18789.232,18789.232,17614.905,1174.327,87967.768,6832.448,50856,22770,11137,27058,2884,20815.575,49112.69,2775.41,784.355,32460.23,4102.78,9580.571,8527.761,87067.387,52974.13,7360.87,1387.705,603.35,2.06,2.28,7947.24,26490.8,ARIZONA,Pinal,5365.836412,78.22098323,0.8592,32.90525627,-111.3449483,4021,283,8
54,10816,70.1,5137.6,5678.4,10729.472,9593.792,86.528,108.16,75.712,0,865.28,86.528,6792.448,3839.68,9272.109,764.599,527.681,215.38,53.845,4002.057,3325.653,501.04,2260.943,2098.105,6641.024,1395.264,183.872,735.488,3482.752,2163.2,2422.784,2747.264,1005.888,356.928,1059.968,3447.114,7358.886,10296.832,475.904,54.08,5601,5215,208.6,448.49,4552.695,3400.18,1814.82,4196.608,6619.392,3461.12,2758.08,2758.08,2628.288,129.792,8057.92,486.72,53396,17980,7684,27968,466,2874.717,4684.724,532.355,344.465,1972.845,1233.811,1977.498,1264.302,7564.2,4872.614,1390.386,206.679,162.838,2.27,1.71,0,7843.563,ARIZONA,Santa Cruz,1236.921479,37.66124268,0.9318,31.52508998,-110.8479088,4023,28,0
55,88727,70.2,41967.871,46759.129,87573.549,85444.101,266.181,443.635,709.816,0,709.816,1153.451,4791.258,81451.386,81002.31,1493.535,2372.085,2987.07,1229.97,31934.685,27990.13,2971.925,22100.315,19452.6,56519.099,14551.228,532.362,3460.353,6654.525,21117.026,35047.165,25908.284,2218.175,1242.178,19608.667,25292.449,62834.551,79410.665,9050.154,266.181,83742,4985,199.4,194.415,4591.185,3793.585,1191.415,82871.018,5855.982,1508.359,18455.216,18455.216,17479.219,975.997,70271.784,4791.258,52669,21297,11283,26958,2551,20317.16,45821.68,2161.4,540.35,26152.94,3404.205,8107.684,8460.192,71559.124,44903.085,9131.915,864.56,324.21,1.89,1.59,11205.194,7287.294,ARIZONA,Yavapai,8123.507458,27.6536953,0.521,34.59933926,-112.5538588,4025,73,1
56,47696,71.8,22750.992,24945.008,47075.952,41924.784,667.744,476.96,572.352,47.696,3434.112,620.048,15978.16,30000.784,42810.312,1795.576,1464.812,1134.048,850.536,18010.854,15164.068,2142.136,10175.146,9019.52,32051.712,4864.992,858.528,1478.576,14928.848,13736.448,12973.312,6105.088,3672.592,1287.792,8581.86,14533.994,32808.006,42544.832,4340.336,858.528,32042,15654,2614.218,1690.632,11349.15,7028.646,8625.354,32814.848,14881.152,10540.816,8203.712,8203.712,7631.36,572.352,39492.288,3386.416,50441,20060,9708,27226,3563,9667.798,22323.312,1747.532,338.232,12796.444,3241.39,6535.818,5920.125,34857.696,23535.31,4650.69,986.51,930.138,2.05,1.94,9577.6,10400.675,ARIZONA,Yuma,5513.972017,37.69134108,0.9895,32.76895712,-113.9066674,4027,42,1
57,16161,71.3,7466.382,8694.618,15934.746,15756.975,32.322,32.322,48.483,0,48.483,226.254,161.61,15643.848,15179.934,333.102,158.62,206.206,158.62,6072.99,5350.254,511.938,3965.01,3724.098,10633.938,1810.032,96.966,387.864,2343.345,5931.087,5252.325,2618.082,597.957,290.898,3603.903,5336.352,10545.648,14641.866,1470.651,48.483,15736,425,0,0.85,424.15,343.825,81.175,15853.941,307.059,96.966,3393.81,3393.81,3329.166,48.483,12767.19,242.415,40979,20228,9827,20631,4593,3663.87,8632.68,521.976,90.342,4537.176,612.318,1572.318,1651.728,12657.954,8682.87,1355.13,150.57,150.57,1.9,1.49,0,8452.5,ARKANSAS,Baxter,554.2256001,74.37224118,0.2793,36.28784385,-92.33782872,5005,5,0
58,46439,69.6,21176.184,25262.816,45881.732,44209.928,232.195,464.39,650.146,46.439,278.634,557.268,2089.755,42538.124,41290.268,1593.34,1729.912,910.48,500.764,16736.104,14535.415,1711.647,10432.896,9726.502,30278.228,6083.509,325.073,1207.414,5897.753,15278.431,13095.798,12167.018,1950.438,603.707,8823.41,13167.996,32396.004,42213.051,3947.315,232.195,43610,2829,302.703,277.242,2249.055,1386.21,1442.79,43838.416,2600.584,1718.243,12445.652,12445.652,12027.701,371.512,33993.348,1439.609,70399,21819,10926,25444,2156,12226.05,21490.679,1141.098,217.352,11356.642,1086.76,3508.428,3872.94,38182.632,22142.735,5026.265,380.366,135.845,1.97,1.54,27401.154,32383.182,ARKANSAS,Benton,847.5576567,305.5603332,0.2707,36.33644656,-94.25680817,5007,68,0
59,9851,70.7,4472.354,5378.646,9742.639,9693.384,0,29.553,19.702,0,0,108.361,98.51,9604.725,9034.2,239,219.88,66.92,28.68,3492.21,3030.528,414.33,2426.79,2355.762,6393.299,1152.567,59.106,275.828,1625.415,3694.125,2935.598,1595.862,443.295,236.424,1822.435,3727.398,5854.602,9181.132,660.017,9.851,9769,82,8.036,0,73.964,65.026,16.974,9673.682,177.318,59.106,2236.177,2236.177,2186.922,49.255,7614.823,226.573,50899,19695,7995,22592,1046,2213.706,5108.097,514.953,118.38,2527.413,538.629,1063.602,1169.004,7349.394,4948.284,970.716,124.299,17.757,1.93,1.56,10579.279,7239.32,ARKANSAS,Boone,589.9903538,63.2010333,0.4379,36.3084504,-93.09374925,5009,4,0
