"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","SX32","SX32_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"US1MDHW0021","NORTH LAUREL 1.5 ESE, MD US","39.1333059","-76.843421","86.0","2020-07-09",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDHW0021","NORTH LAUREL 1.5 ESE, MD US","39.1333059","-76.843421","86.0","2020-07-10",,,,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDHW0021","NORTH LAUREL 1.5 ESE, MD US","39.1333059","-76.843421","86.0","2020-07-11",,,,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDHW0021","NORTH LAUREL 1.5 ESE, MD US","39.1333059","-76.843421","86.0","2020-07-12",,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDHW0021","NORTH LAUREL 1.5 ESE, MD US","39.1333059","-76.843421","86.0","2020-07-13",,,,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDHW0021","NORTH LAUREL 1.5 ESE, MD US","39.1333059","-76.843421","86.0","2020-07-14",,,,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDHW0021","NORTH LAUREL 1.5 ESE, MD US","39.1333059","-76.843421","86.0","2020-07-15",,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDHW0021","NORTH LAUREL 1.5 ESE, MD US","39.1333059","-76.843421","86.0","2020-07-16",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDHW0021","NORTH LAUREL 1.5 ESE, MD US","39.1333059","-76.843421","86.0","2020-07-17",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDHW0021","NORTH LAUREL 1.5 ESE, MD US","39.1333059","-76.843421","86.0","2020-07-18",,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDHW0021","NORTH LAUREL 1.5 ESE, MD US","39.1333059","-76.843421","86.0","2020-07-19",,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDHW0021","NORTH LAUREL 1.5 ESE, MD US","39.1333059","-76.843421","86.0","2020-07-20",,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-03-01",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-03-02",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-03-03",,,,,,,,,"0.25",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-03-04",,,,,,,,,"0.07",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-03-05",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-03-06",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-03-07",,,,,,,,,"0.17",",,N",,,"0.0","T,,N","0.0","T,,N",,,,,,,,,,,,,,,,,"0.0","T,,N","0.0","T,,N",,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-03-08",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-03-09",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-03-10",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-03-11",,,,,,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-03-12",,,,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-03-13",,,,,,,,,"0.30",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-03-14",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-03-15",,,,,,,,,"0.31",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-03-16",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-03-17",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-03-18",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-03-19",,,,,,,,,"0.86",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-03-20",,,,,,,,,"0.07",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-03-21",,,,,,,,,"0.06",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-03-22",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-03-23",,,,,,,,,"0.14",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-03-24",,,,,,,,,"0.30",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-03-25",,,,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-03-26",,,,,,,,,"0.33",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-03-27",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-03-28",,,,,,,,,"0.63",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-03-29",,,,,,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-03-30",,,,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-03-31",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-04-01",,,,,,,,,"0.07",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-04-02",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-04-03",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-04-04",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-04-05",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-04-06",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-04-07",,,,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-04-08",,,,,,,,,"0.09",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-04-09",,,,,,,,,"0.09",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-04-10",,,,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-04-11",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-04-12",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-04-13",,,,,,,,,"2.16",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-04-14",,,,,,,,,"0.61",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-04-15",,,,,,,,,"0.27",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-04-16",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-04-17",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-04-18",,,,,,,,,"0.07",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-04-19",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-04-20",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-04-21",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-04-22",,,,,,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-04-23",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-04-24",,,,,,,,,"1.09",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-04-25",,,,,,,,,"0.12",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-04-26",,,,,,,,,"0.33",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-04-27",,,,,,,,,"0.28",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-04-28",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-04-29",,,,,,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-04-30",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-05-01",,,,,,,,,"1.34",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-05-02",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-05-03",,,,,,,,,"0.09",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-05-04",,,,,,,,,"0.52",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-05-05",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-05-06",,,,,,,,,"0.14",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-05-07",,,,,,,,,"0.48",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-05-08",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-05-09",,,,,,,,,"0.30",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-05-10",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-05-11",,,,,,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-05-12",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-05-13",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-05-14",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-05-15",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-05-16",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-05-17",,,,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-05-18",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-05-19",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-05-20",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-05-21",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-05-22",,,,,,,,,"0.18",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-05-23",,,,,,,,,"0.49",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-05-24",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-05-25",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-05-28",,,,,,,,,"0.05",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-05-29",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-05-30",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-06-01",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-06-02",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-06-03",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-06-04",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-06-05",,,,,,,,,"2.12",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-06-06",,,,,,,,,"0.40",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-06-07",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-06-08",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-06-09",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-06-10",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-06-11",,,,,,,,,"0.25",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-06-12",,,,,,,,,"0.79",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-06-13",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-06-14",,,,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-06-15",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-06-16",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-06-17",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MDAA0051","SEVERN 1.5 SSW, MD US","39.1147","-76.6989","36.6","2020-06-18",,,,,,,,,"0.41",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
